gene,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
ADSL,3.2236875,4.75737,2.48296,3.0,1.269115,0.62605175
ADSS,1.706403167,3.2929,3.996162,1.8,0.7934845,3.9246725
ADSSL1,0.705423167,0.297491,0.7342538,0.4,0.1,0.241647025
ADTRP,0.1,0.432387,0.1,0.1,0.1,0.243271275
AEBP1,2.099871833,0.1,0.1697476,0.1,1.098445,0.3751735
AEBP2,1.852026667,3.92296,2.490422,2.8,1.005556,2.9923175
AEN,0.20382625,0.629716,0.3568016,1.7,0.519806,0.102454675
AES,2.553976667,4.87228,2.232926,0.5,4.25314,3.1036375
AFAP1,0.305576667,3.83713,1.8881372,0.3,0.633773,0.68803375
AFAP1-AS1,0.103219583,0.554247,0.1016472,0.1,0.1,0.2416155
AFAP1L1,0.12622175,0.176951,0.1824238,0.1,2.92282,0.113793225
AFAP1L2,0.22482,0.852055,2.5362092,0.1,3.533955,0.6645405
AFF1,7.245576667,2.18775,3.23059,8.8,7.040955,2.4474625
AFF2,0.157124833,7.01582,0.500759,0.1,1.06831,1.787165
AFF3,0.92579975,4.23687,0.2580054,0.6,0.6571515,2.6919725
AFF4,12.75175167,14.7403,10.995498,27.4,6.637445,7.2500075
AFG3L1P,0.657284417,0.841532,0.4669502,0.6,0.1,0.3541743
AFG3L2,3.961144167,5.52893,2.667378,2.4,1.7138,0.78604225
AFM,0.1,0.1,0.1,0.1,0.1,0.1
AFMID,0.518948167,2.37618,6.079726,2.0,1.503255,0.332830325
AFP,0.1,0.1,0.1,0.1,0.1,0.1
AFTPH,4.752061667,9.40949,5.503868,15.6,2.529755,4.6032225
AGA,2.890385833,1.89541,3.262854,1.4,0.529585,1.12150375
AGAP1,1.319838583,1.28277,6.8972,0.3,1.1081865,4.0503175
AGAP11,0.814835667,0.621334,0.1,0.1,1.3701025,0.376661
AGAP2,0.105668833,0.441858,0.1796754,0.1,0.514734,1.39345075
AGAP3,0.702005417,0.756778,0.6707646,1.8,0.956842,0.701973
AGAP4,1.198905083,1.14163,0.6698158,0.6,0.620075,0.9298725
AGAP5,0.996890833,0.82715,0.4156436,0.9,0.4529185,1.068478
AGAP6,1.929503333,0.737111,0.972084,1.6,0.9772935,1.46821
AGAP7,0.718266083,0.380147,0.244984,0.2,0.301514,0.55212825
AGAP8,1.112417917,0.853603,0.6100324,0.6,0.43089,0.8859965
AGAP9,0.984294667,0.778917,0.5581906,0.6,0.281279,0.93210175
AGAP9,0.781743583,0.708745,0.4067028,0.4,0.317137,0.95517825
AGBL1,0.1174505,0.1,0.1,0.1,0.1,0.08047025
AGBL2,0.2193705,0.135131,0.1,0.1,0.1,0.078917925
AGBL3,0.168814167,0.275165,0.3619666,0.3,0.1,0.41374525
AGBL4,0.379670917,1.81195,0.1153224,0.1,0.1,1.01425175
AGBL5,0.597886,0.829116,0.34972,0.2,0.367987,0.11352475
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGER,0.1,0.1,0.1,0.1,0.1,0.03873655
AGFG1,4.308889167,6.23029,4.90733,4.6,5.16661,2.4815775
AGFG2,1.172033083,0.1,0.1411974,0.1,0.26011,0.098212
AGGF1,4.86829,6.18969,3.495564,2.1,1.625235,5.82258
AGK,3.6195625,10.704,3.053042,2.5,2.250015,1.8682875
AGL,7.101283333,4.16175,1.550776,1.6,0.4333145,2.15243
AGMAT,0.1,0.1,0.1,0.5,0.1,0.1
AGMO,0.274060083,0.1,0.75714,0.1,0.1,0.095721375
AGPAT1,1.107345,1.77404,0.5115334,0.3,0.788313,0.2176984
AGPAT1,1.130222,1.21043,0.4362126,0.3,0.868768,0.19426715
AGPAT1,1.00363125,1.02256,0.4560806,0.3,0.8420595,0.198292725
AGPAT1,1.050199417,1.21043,0.4425312,0.3,0.842129,0.1984884
AGPAT1,1.02405425,1.02256,0.4641592,0.3,0.853191,0.213190775
AGPAT1,1.03985425,0.976625,0.4370966,0.3,0.8155905,0.1998214
AGPAT1,1.13459625,0.987037,0.4765332,0.3,0.8706285,0.1950639
AGPAT2,0.1,0.1,0.1,0.1,0.1,0.1
AGPAT3,4.726479167,2.93145,1.5054364,0.8,0.9744345,1.194225
AGPAT4,0.247039333,4.22163,4.69147,0.8,0.438796,2.044
AGPAT4-IT1,0.10324,0.1,0.7590988,0.2,0.1,0.155393075
AGPAT5,4.844885,4.81416,2.867416,1.3,0.614088,1.3263555
AGPAT6,0.588629083,0.897501,0.772657,0.8,0.45957,0.1850775
AGPAT9,0.112753333,0.283545,0.3979972,4.3,0.1,0.103070025
AGPHD1,2.183709917,0.450691,0.2291744,0.3,0.2046835,0.9661905
AGPS,2.310483333,3.59373,3.096798,2.6,0.551331,1.6187325
AGR2,0.1,0.1,0.1,0.1,0.1,0.1
AGR3,0.1,0.1,0.1,0.1,0.1,0.18302275
AGRN,0.18098775,0.1,0.105195,0.1,1.011185,0.072601725
AGRP,0.1,0.1,0.1,0.1,0.1,0.142229
AGSK1,0.1,0.1,0.1,0.1,0.1,0.1
AGSK1,0.1,0.1,0.1,0.1,0.1,0.1
AGSK1,0.1,0.1,0.1,0.1,0.1,0.1
AGT,79.51860833,3.38068,1.5503254,0.2,1.428605,1.75590425
AGTPBP1,4.648181667,11.367,42.33912,3.0,3.191685,6.4320775
AGTR1,0.11095825,0.555866,0.1,0.1,0.8121,0.094365775
AGTR2,0.1,0.1,0.1,0.1,0.1,0.08229735
AGTRAP,0.57002525,0.1,0.1054236,0.1,0.6463955,0.085501525
AGXT,0.1,0.1,0.1,0.1,0.1,0.1
AGXT2,0.1,0.1,0.1,0.1,0.1,0.080381525
AGXT2L1,238.6415,11.0272,3.279592,0.6,3.26962,24.2329
AGXT2L2,0.527027583,0.127279,0.3852232,0.6,0.9181855,0.133593225
AHCTF1,4.139973333,3.73567,2.390302,3.9,1.0548015,4.945705
AHCY,2.216253083,4.82242,3.273476,1.3,1.172896,0.275196
AHCYL1,252.552,23.6111,20.83926,23.0,9.898595,22.68695
AHCYL2,44.4348,5.13759,6.273084,1.9,6.92774,5.5970025
AHDC1,0.307888917,0.290293,0.1711938,0.2,0.223278,0.1895045
AHI1,4.9432475,23.8359,4.205308,4.3,1.59737,29.295175
AHNAK,16.88915917,1.65244,0.4887286,3.0,18.9186,2.9589275
AHNAK2,0.188012083,0.50309,0.1,0.2,0.1,0.557781
AHR,0.249287333,5.47913,7.380468,3.0,1.534165,1.8296975
AHRR,0.1,0.1,0.1,0.2,0.1,0.2048965
AHSA1,8.582818333,15.6893,11.335982,8.8,2.84569,1.713131
AHSA2,3.349384167,0.1,8.46839,9.0,0.1,0.1
AHSG,0.1,0.506496,0.1,0.1,0.1,0.11556355
AHSP,0.1,0.1,0.1,0.1,0.1,0.1
AICDA,0.1,0.1,0.1,0.1,0.1,0.1
AIDA,5.264689167,5.97347,3.144866,7.9,2.142985,7.1020025
AIF1,2.644102583,0.458285,9.604264,59.9,1.31392,1.08126325
AIF1,2.613686917,0.458285,9.843026,59.4,1.26916,1.05497525
AIF1,2.628054917,0.458285,9.52293,59.8,1.2347265,1.05313525
AIF1,2.597562417,0.458285,9.567334,59.6,1.29326,1.0548365
AIF1,2.626777167,0.458285,9.618542,59.7,1.379335,1.08707075
AIF1,2.618332,0.458285,9.605128,59.7,1.310475,1.0600785
AIF1L,6.3957875,0.579592,34.98382,0.3,17.7205,1.00850025
AIFM1,6.593033333,4.62643,3.585926,3.1,0.4871515,1.3333915
AIFM2,0.713086417,0.1,0.194683,0.1,0.719503,0.12523025
AIFM3,4.6926045,0.10962,0.1,0.1,0.1004325,0.6436034
AIG1,30.33745,31.0977,15.05588,16.8,6.36137,6.2885675
AIM1,0.10785325,0.341623,0.1271526,0.2,0.8708865,0.2641745
AIM1L,0.1,0.1,0.1,0.1,0.1,0.1
AIM2,0.1130905,0.903846,0.1080484,0.9,0.105262,0.58833075
AIMP1,5.895084167,6.18393,6.6117422,5.2,2.18143,6.2916775
AIMP2,0.87412,0.1,0.1,0.1,0.1,0.1
AIP,0.751109417,0.225793,0.448657,0.3,1.281535,0.09163385
AIPL1,0.1,0.1,0.1,0.1,0.1,0.1
AIRE,0.106597083,0.1,0.1,0.1,0.1,0.08843715
AJAP1,0.128897333,2.19299,0.5450894,0.1,0.2053995,3.08583
AJUBA,0.135405083,0.1,0.1,0.1,0.725609,0.090796
AK1,2.0740465,0.669,0.2876424,0.2,0.526911,0.271841
AK2,7.708581667,4.31246,7.013996,6.5,2.168125,2.674195
AK3,10.97176917,5.39098,3.433062,1.4,2.50813,2.440415
AK4,34.3472,7.28197,1.2388386,0.2,1.148481,4.8303425
AK5,1.44681975,44.9008,24.08974,0.7,3.116185,32.3159
AK7,0.104411,0.375679,0.5700574,0.1,0.1,0.07831575
AK8,0.331637417,0.1,0.1,0.1,0.1,0.076834625
AKAP1,4.142880833,3.37418,1.646402,0.5,2.18817,0.96938525
AKAP10,5.182015833,6.84979,3.636606,3.3,1.37407,2.9988175
AKAP11,12.55530583,30.6999,12.115142,9.2,3.310725,24.44915
AKAP12,15.75636667,8.55834,6.557884,0.6,11.838255,12.150955
AKAP13,2.534518333,1.36133,1.7061166,26.8,2.1402595,2.70135
AKAP14,0.113319583,1.10861,0.1,0.1,0.3299885,0.30967075
AKAP17A,0.491744417,0.68658,0.5960294,1.8,0.305325,0.2778295
AKAP17A,0.491744417,0.68658,0.6154336,1.9,0.305325,0.2778295
AKAP2,0.360225417,7.3971,2.561778,1.3,8.27783,1.4615625
AKAP3,0.524438917,0.162837,0.4759274,0.1,0.1562685,0.089125775
AKAP4,0.1,0.1,0.1,0.1,0.1,0.1
AKAP5,0.341134667,3.92459,0.2662862,0.3,0.143365,4.300235
AKAP6,7.237705833,33.7172,18.70984,0.7,3.74986,11.484775
AKAP7,3.5293875,6.05224,1.804094,0.9,0.9240005,1.04310375
AKAP8,2.075705833,3.01769,1.719844,3.8,1.2537285,0.78078425
AKAP8L,1.591338833,1.20473,1.1715894,1.5,0.896682,0.60825525
AKAP9,5.920241667,10.259,4.302842,5.0,1.598355,23.495575
AKD1,1.825251667,2.78474,2.752376,1.3,1.17869,5.018485
AKIP1,1.9069325,1.36287,1.724204,2.0,0.9755115,0.3401155
AKIRIN1,8.366819167,9.82695,11.6246,15.1,3.34116,2.068165
AKIRIN2,4.783378333,13.4653,5.094202,17.0,3.233725,2.9362675
AKIRIN2-AS1,0.450316667,0.1,0.1,0.1,0.1,0.1
AKNA,0.126067417,0.1,0.1280426,0.5,0.1836625,0.050621675
AKNAD1,0.12405225,0.1,0.3875622,0.1,0.1,0.0612167
AKR1A1,3.8142675,2.99991,4.922248,10.8,1.64143,0.7818735
AKR1B1,12.02887583,21.1487,14.633106,34.0,5.501425,2.5206125
AKR1B10,0.1,0.1,0.1,0.1,0.1,0.1
AKR1B15,0.109149417,0.1,0.1,0.1,0.1,0.1
AKR1C1,0.278222,1.47915,0.631946,0.1,0.6062245,0.3630896
AKR1C2,0.110418667,1.49164,0.1066868,0.1,0.2176665,0.218853
AKR1C3,9.1093975,1.43764,3.087996,0.1,5.82984,0.87243725
AKR1C4,0.1,0.1,0.1,0.1,0.1,0.079807325
AKR1CL1,0.1,0.11965,0.1,0.1,0.1,0.074882975
AKR1D1,0.1,0.1,0.1,0.1,0.1,0.1
AKR1E2,0.275660333,0.65871,0.5124464,0.1,5.0427755,0.24334175
AKR7A2,2.692573333,1.33081,0.8890304,0.5,0.4803265,0.45349275
AKR7A2P1,0.1,0.1,0.1,0.1,0.1290405,0.075890325
AKR7A3,0.408800833,0.1,0.1,0.1,0.1,0.086290325
AKR7L,0.259960083,0.360846,0.180007,0.1,0.1,0.30845075
AKT1,0.813286,0.267935,0.566211,0.5,1.824615,0.149587125
AKT1S1,0.711335917,0.146921,0.3590048,0.2,0.50485,0.0999181
AKT2,1.9255925,0.506191,0.7922954,0.4,0.6226365,0.50688375
AKT3,22.32580833,45.5832,47.24714,8.7,63.45455,50.3349
AKTIP,7.931561667,9.67684,6.637434,0.7,2.57425,3.5352075
ALAD,7.107841667,3.23112,12.301342,1.6,1.4383665,3.369445
ALAS1,4.045681667,5.10648,1.862996,4.8,3.41246,0.76780675
ALAS2,0.1,0.12629,0.1,0.1,0.13304,0.081900475
ALB,0.237765333,0.225096,0.1343724,0.1,0.1017725,0.208123
ALCAM,25.138075,36.6682,37.12112,7.2,1.6861425,10.6223175
ALDH16A1,0.116192167,0.1,0.1405584,0.2,0.1268485,0.0459396
ALDH18A1,2.144866667,1.75696,1.7838752,1.0,0.519612,0.421309325
ALDH1A1,27.41227083,4.77643,1.626291,1.9,4.350625,2.54352625
ALDH1A2,0.1,0.68681,0.1,0.1,0.1,0.26774625
ALDH1A3,0.164704083,0.1,1.4681558,0.2,0.30918,0.15485375
ALDH1B1,1.245994083,1.43977,0.945095,0.7,0.1582615,0.27913725
ALDH1L1,10.82073583,0.549292,0.3367562,0.1,0.221556,0.24024945
ALDH1L2,0.661825,1.55559,0.8203236,0.2,0.1941725,1.153
ALDH2,149.100675,30.6302,15.486318,27.2,8.99039,16.3352875
ALDH3A1,0.1,0.1,0.1,0.1,0.1,0.1
ALDH3A2,9.8955725,8.13172,9.582636,3.7,2.46243,4.236075
ALDH3B1,0.576071083,0.1,0.2587694,0.9,0.1,0.070275425
ALDH3B2,0.1,0.1,0.1,0.1,0.1,0.1
ALDH4A1,3.956285,0.1,0.1704744,0.1,0.162775,0.1091268
ALDH5A1,7.106231667,6.26173,1.384832,0.6,0.7668755,2.3226975
ALDH6A1,32.469175,5.16381,9.34406,2.6,2.355675,3.1912325
ALDH7A1,18.70406583,3.75155,4.129046,1.2,0.580712,2.2987025
ALDH8A1,0.33559475,0.838581,0.4672208,0.1,0.1,0.3716085
ALDH9A1,37.4335,7.45226,10.403914,9.9,4.43687,5.075935
ALDOA,25.86755417,7.2299,4.008614,7.3,14.2813,5.342495
ALDOB,0.1377795,0.413575,0.1489552,0.1,0.1,0.12233035
ALDOC,371.0426667,97.6725,28.36704,2.7,14.29875,10.7133425
ALG1,0.48097075,0.413531,0.2165474,0.4,0.1516335,0.15152075
ALG10,1.037306083,1.25466,0.561452,0.9,0.1824715,0.1456381
ALG10B,1.358986083,0.877948,0.5458728,0.4,0.2240825,0.22143575
ALG11,1.51380375,3.01234,2.615398,2.9,1.026562,0.1
ALG12,0.31371375,0.1,0.1,0.2,0.204211,0.04599295
ALG13,2.952069167,5.55542,3.537886,10.5,2.082135,2.4908
ALG14,2.798704583,4.6507,3.189976,1.3,0.73581,0.63239725
ALG1L,0.39310025,0.389126,0.2061358,0.1,0.1,0.08112805
ALG1L2,0.103501,0.1,0.1,0.1,0.1,0.1
ALG2,5.155576667,3.75637,2.724176,5.0,1.154189,1.14271475
ALG3,1.634513917,0.537186,0.4686886,0.7,0.6154735,0.111995475
ALG5,5.526143333,7.37167,9.231798,5.8,1.9626,1.0377835
ALG6,1.213468833,1.01267,1.0622948,0.7,0.273122,0.4342405
ALG8,8.07935,6.07203,7.480904,8.2,4.365115,3.19501
ALG9,1.854825,3.3827,1.3385238,0.7,0.686938,0.661089
ALK,0.213847917,1.16791,0.1531774,0.1,0.1,0.1573285
ALKBH1,0.9893025,1.54283,0.7498902,1.6,0.6182225,0.63817875
ALKBH2,2.102373917,0.31658,1.146123,0.4,1.0376295,0.23096525
ALKBH3,2.332489167,2.70935,2.742428,2.0,1.306485,0.56055475
ALKBH4,0.414375583,0.1,0.387497,0.1,0.431006,0.143123
ALKBH5,3.5373975,4.04334,4.443998,2.0,1.853265,0.544475
ALKBH6,0.400790417,0.319245,0.3015884,0.4,0.3082685,0.10519995
ALKBH7,0.3362335,0.1,0.1913242,0.2,0.262452,0.094945775
ALKBH8,0.588156833,3.07992,0.9914642,0.8,0.362542,0.6183335
ALLC,0.1,0.1,0.1,0.1,0.1,0.100396025
ALMS1,4.200265833,6.05746,6.075008,3.4,1.976295,5.5989075
ALMS1P,0.16907875,0.166485,0.1545264,0.1,0.1,0.211315
ALOX12,0.13305825,0.213381,0.1208784,0.1,0.1,0.097782275
ALOX12B,0.1,0.1,0.1,0.1,0.1,0.064742725
ALOX12P2,0.542779583,0.268462,0.2882436,0.1,0.1049445,0.2938093
ALOX15,0.1,0.1,0.1,0.1,0.1,0.1
ALOX15B,0.1,0.1,0.1,0.7,0.1,0.1
ALOX15P1,0.1,0.1,0.1,0.1,0.1,0.1
ALOX5,0.138440917,0.1,0.4810256,5.9,0.2757145,0.13999675
ALOX5AP,2.893739917,2.00551,14.604168,140.5,0.92917,1.3444245
ALOXE3,0.1,0.1,0.1,0.1,0.1,0.0831653
ALPI,0.1,0.1,0.1,0.1,0.1,0.1
ALPK1,0.181074,0.182776,0.1607886,2.6,0.2058235,0.216274
ALPK2,0.1,0.1,0.174709,1.3,0.1,0.078365
ALPK3,0.107951333,0.1,0.2815154,3.9,0.428943,0.037521475
ALPL,0.2230575,0.1,0.1582124,0.1,3.85971,0.1146108
ALPP,0.1,0.1,0.1,0.1,0.1,0.1
ALPPL2,0.1,0.1,0.1,0.1,0.1,0.1
ALS2,2.651636667,5.43978,2.008496,1.0,1.414235,2.175055
ALS2CL,0.105922417,0.1,0.1,0.1,0.7029095,0.1010163
ALS2CR11,1.030617167,0.586827,1.050514,0.1,0.320427,0.29017575
ALS2CR12,1.178155833,1.05911,0.3826236,0.3,0.819066,1.8343675
ALS2CR8,3.6624925,3.49661,4.355072,1.4,0.9525525,1.8566725
ALX1,0.1,0.1,0.1,0.1,0.1,0.1
ALX3,0.138895333,0.1,0.1,0.1,0.1,0.1
ALX4,0.1,0.1,0.1,0.1,0.1,0.0427453
ALYREF,0.515748833,0.261018,0.2582342,0.4,0.8419345,0.22424275
AMACR,2.103485,3.90415,1.589858,1.0,0.6124235,0.626413
AMBN,0.1,0.1,0.1,0.1,0.1,0.1
AMBP,0.1,0.1,0.1,0.1,0.1,0.1
AMBRA1,1.406543167,1.0434,1.0068566,0.8,1.079095,0.379534175
AMD1,4.323430833,16.0561,23.97278,13.8,2.52842,5.6123375
AMDHD1,0.1,0.1,0.1434356,0.1,0.1,0.1
AMDHD2,0.100951167,0.1,0.1,0.1,0.1,0.1
AMELX,0.1,0.1,0.1,0.1,0.1,0.1
AMELY,0.1,0.1,0.1,0.1,0.1,0.1
AMFR,7.147828333,4.62687,3.86938,2.4,2.689975,0.76106875
AMH,0.1,0.1,0.1,0.1,0.1,0.1
AMHR2,0.1,0.1,0.1,0.1,0.1,0.082105125
AMICA1,0.1,0.1,0.1,1.0,0.1,0.06906925
AMIGO1,2.271850833,5.0661,0.487345,0.1,0.522861,0.32688025
AMIGO2,0.407106833,0.64261,0.1,0.2,0.1,0.127
AMIGO3,0.100848667,0.1,0.1,0.1,0.1,0.1
AMMECR1,0.364111083,0.806141,0.3012466,0.3,0.1,0.59125275
AMMECR1L,1.392664167,1.2356,0.9867052,1.2,1.07406,0.27436325
AMN,0.1,0.1,0.1,0.1,0.1,0.1
AMN1,8.1038225,13.0991,5.25971,1.2,3.695655,3.7266175
AMOT,16.9953875,1.60845,1.79954,2.5,1.30033,3.1006775
AMOTL1,0.7979505,2.23038,0.4519138,0.6,1.46067,0.68199225
AMOTL2,0.281098333,1.38666,2.971832,0.1,2.091615,0.26538975
AMPD1,0.1,0.1,0.1,0.1,0.1,0.1
AMPD2,0.902950833,1.14894,0.435986,2.3,0.5160335,0.68191575
AMPD3,1.188814833,0.422636,1.87299,3.2,0.190037,0.57734275
AMPH,1.272090083,21.1636,1.775912,0.4,1.1800465,6.084255
AMT,2.930734167,1.63384,0.9562768,1.1,0.352269,0.4240501
AMTN,0.1,0.1,0.1,0.1,0.1,0.1
AMY1A,1.00578425,1.20664,0.3803402,0.5,0.1,0.9668255
AMY1A,0.550071667,0.182825,0.2829594,1.3,0.1,0.8128465
AMY1A,0.553796333,0.71911,0.36623,0.5,0.119974,1.39859225
AMY1B,0.1,0.1,0.1,0.1,0.1,0.1
AMY1B,0.1,0.1,0.1,0.1,0.1,0.1
AMY1B,0.1,0.1,0.1,0.1,0.1,0.1
AMY1C,0.1,0.1,0.1,0.1,0.1,0.1
AMY1C,0.1,0.1,0.1,0.1,0.1,0.1
AMY1C,0.1,0.1,0.1,0.1,0.1,0.1
AMY2A,1.12823975,0.647004,0.3086184,0.1,0.1,1.5213325
AMY2B,11.45095167,14.4708,7.379882,8.9,1.35121,6.17855
AMZ1,0.248312167,0.1,0.2927008,0.3,0.1,0.10970025
AMZ2,45.78085833,24.4863,14.154,15.4,9.744895,18.912675
AMZ2P1,3.272793333,5.9773,3.676852,7.3,0.5035915,3.4892025
ANAPC1,2.68667,4.08237,2.326306,3.1,1.11205,1.725565
ANAPC10,2.634134167,2.95826,1.07248,0.1,1.60938,1.05314325
ANAPC11,2.785455417,0.357348,1.1993352,0.6,3.337,0.899503
ANAPC13,8.198488333,16.1942,7.929304,1.1,2.627465,2.52515
ANAPC16,3.249145,3.43419,1.686136,2.8,2.389615,1.05069075
ANAPC2,0.11121225,0.1,0.1,0.1,0.1,0.1
ANAPC4,3.399480833,6.0914,3.26234,3.7,1.2001095,2.1182275
ANAPC5,4.7510475,8.83047,12.687922,4.7,4.35725,2.98159
ANAPC7,4.5106325,7.10478,3.319932,2.3,1.802885,2.3901525
ANG,0.304929083,0.1,0.1295658,2.2,0.578715,0.1
ANGEL1,3.709324167,2.81082,4.46752,2.5,1.3871025,0.63731975
ANGEL2,2.506098333,4.68076,3.996978,2.5,1.100615,1.15165425
ANGPT1,1.094241,1.05159,0.1,0.1,0.1768245,0.80780675
ANGPT2,0.15038425,0.1,0.5137886,0.2,2.94884,0.38357675
ANGPT4,0.1,0.1,0.1,0.1,0.1,0.1
ANGPTL1,2.125214083,0.34261,0.119607,0.2,0.8404745,0.749877
ANGPTL2,0.61339875,0.1,4.928736,0.2,3.28138,0.90751375
ANGPTL3,0.206601917,0.119713,0.1099556,0.1,0.1,0.154274375
ANGPTL4,1.990162583,0.1,0.1,0.1,0.6636305,0.1129871
ANGPTL5,0.110829417,0.106192,0.1064228,0.1,0.1,0.10580895
ANGPTL6,0.1,0.1,0.1,0.2,0.1,0.1
ANGPTL7,0.186713583,0.1,0.1234326,0.2,0.1,0.325652
ANK1,0.1,1.35905,0.1,0.1,0.1177915,0.49143625
ANK2,34.418125,39.7618,12.996582,0.6,2.31209,26.466175
ANK3,1.39658675,29.6051,31.25282,0.5,1.408465,16.734275
ANKAR,1.249856083,0.760155,1.2705044,0.3,0.230647,0.7122455
ANKDD1A,9.176294167,2.04941,0.5860274,2.3,0.183157,4.3864325
ANKFN1,3.927156667,1.34412,0.3866204,0.1,0.1,0.93525925
ANKFY1,7.2589175,3.73663,4.548668,4.2,1.4158,2.190345
ANKH,3.336950833,9.40767,3.419706,3.8,2.01707,2.3208175
ANKHD1,8.617945833,8.01098,6.78723,11.8,2.241437,7.37533
ANKHD1-EIF4EBP3,1.857075833,0.1,0.1,1.6,1.2611085,0.714388
ANKIB1,10.63551667,8.62654,21.4052,3.6,4.157225,8.6280325
ANKK1,0.1,0.1,0.1,0.1,0.1,0.0791992
ANKLE1,0.117904583,0.1,0.117932,0.2,0.1,0.059430225
ANKLE2,3.565976667,3.65555,3.008604,5.5,2.058175,0.94879575
ANKMY1,0.16184375,0.150854,0.1,0.2,0.1,0.119523475
ANKMY2,6.083225,10.4506,3.58941,1.8,1.328935,5.3022125
ANKRA2,2.695596667,6.45923,3.02732,1.6,2.525585,1.13495525
ANKRD1,0.1,0.130118,0.1,0.1,0.1,0.081776225
ANKRD10,4.299651667,7.5188,6.599758,15.5,4.2209,3.0654775
ANKRD11,2.516180833,4.04949,2.562758,4.9,1.90423,8.1076875
ANKRD12,4.718855,10.6798,7.930054,3.3,4.9711,26.084225
ANKRD13A,2.354110833,3.6454,7.413458,7.0,2.63901,1.60904775
ANKRD13B,0.263146667,0.463155,0.1807306,0.1,0.10335,0.2267863
ANKRD13C,1.696389,3.88875,1.8074644,1.1,1.01648,1.57808
ANKRD13D,0.112191833,0.118837,0.1,0.1,0.196863,0.15728725
ANKRD16,0.42761225,0.312331,0.2259614,0.2,0.129931,0.33678155
ANKRD17,10.98043083,15.3412,10.384482,11.4,5.848635,10.256755
ANKRD18A,0.123250167,1.16598,1.6821554,0.1,0.1,3.3405575
ANKRD18B,0.1,0.935268,0.1048102,0.1,0.143465,7.34507
ANKRD18DP,0.1,0.170461,0.1,0.2,0.1,0.118653375
ANKRD19P,0.17733775,2.78725,0.1876912,0.1,0.349953,4.553055
ANKRD2,0.1,0.1,0.1,0.1,0.1,0.1
ANKRD20A1,0.451201833,2.21606,0.4273278,0.1,0.402554,8.0056525
ANKRD20A11P,0.1,0.1,0.1,0.1,0.1,0.7856315
ANKRD20A2,0.24411425,1.67936,0.2856632,0.1,0.353005,7.0018775
ANKRD20A2,0.250715417,1.62165,0.2684594,0.1,0.3091665,6.5266175
ANKRD20A3,0.104718833,0.1,0.1,0.1,0.112065,0.1
ANKRD20A3,0.103615833,0.1,0.1,0.1,0.1105555,0.1
ANKRD20A3,0.100858333,0.1,0.1,0.1,0.1120665,0.1
ANKRD20A4,0.481086917,2.26962,0.3647604,0.1,0.3477945,6.7218175
ANKRD20A5P,0.112184333,0.39212,0.1382484,0.1,0.1,1.40907
ANKRD20A8P,0.10404475,0.187157,0.1,0.1,0.1,1.517611
ANKRD20A9P,0.1,0.1,0.1,0.1,0.1,0.028173625
ANKRD22,0.105172333,0.121107,0.157775,5.8,0.1,0.051622375
ANKRD23,0.1287335,0.1,0.1082704,0.1,0.1,0.074691275
ANKRD24,0.1902915,0.1,0.1,0.1,0.1,0.215094975
ANKRD26,2.489519167,4.94983,1.2033036,0.7,0.918302,10.8658325
ANKRD26P1,0.1,0.1,0.1,0.1,0.1,0.077015718
ANKRD26P3,0.1,0.194996,0.1,0.2,0.1,0.59012925
ANKRD27,3.3611725,1.61465,1.2185844,1.2,0.7855405,1.135415
ANKRD28,1.468331417,4.57862,5.624044,0.5,1.1171615,2.5385725
ANKRD29,3.279465,3.88916,0.2018566,0.2,3.09336,1.7558775
ANKRD30A,0.1,0.1,0.1,0.1,0.1,0.05858785
ANKRD30B,0.1,1.34711,0.1,0.1,0.105768,2.12191825
ANKRD30BL,0.1,2.30397,0.1,0.1,0.1296895,2.7565675
ANKRD30BP2,0.1,0.1,0.1,0.1,0.1,0.039515525
ANKRD31,0.196916083,0.156637,0.128708,0.1,0.1,0.3588305
ANKRD32,0.576765583,2.91744,0.4261634,0.4,0.39318,2.50985
ANKRD33,0.1,0.1,0.1,0.1,0.1,0.08059935
ANKRD33B,0.3488795,0.324787,0.1,0.1,0.277657,0.51922975
ANKRD34A,0.2764635,4.56869,0.5945962,0.1,0.1480745,0.31594225
ANKRD34B,0.103587917,0.18401,0.1,0.1,0.1,0.07990915
ANKRD34C,0.1,0.962919,0.1,0.1,0.1038615,0.24359375
ANKRD35,0.825572,0.507628,0.1863134,0.1,0.125003,0.145114975
ANKRD36,2.6045225,8.08344,8.004988,2.9,1.40664,15.05265
ANKRD36B,2.896560833,9.46003,6.100596,2.1,1.42035,13.75165
ANKRD36BP1,2.83272,0.980338,5.048362,12.1,2.37419,0.928459
ANKRD36BP2,0.135790583,0.604867,0.5139632,0.1,0.5407455,1.293365
ANKRD37,1.9108025,2.45176,1.05925,4.9,9.038535,0.27030975
ANKRD39,0.807781917,0.1,0.4044448,0.2,0.5724155,0.486344225
