gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes
CPSF6,3.10858025,3.95875,7.376961667,3.074750833
CPSF7,6.963975,5.6965425,10.51009,7.085600833
CPT1A,2.567515,2.4132225,2.5082765,7.934613333
CPT1B,0.41051375,0.60313625,0.68542,0.384207583
CPT1C,1.22500225,1.419955,1.969746667,0.792482917
CPT2,1.1096885,0.708435,0.6701515,2.99974
CPVL,6.10792,4.51302875,0.133191167,0.94341975
CPXCR1,0.1,0.1,0.1,0.1
CPXM1,0.97501015,0.19568165,2.481929,0.1
CPXM2,0.08966365,0.185822,0.102014667,0.10383175
CPZ,0.056204925,0.1,0.1,0.1
CR1,0.077489063,0.1330919,0.1,0.1
CR1L,0.1,0.1,0.1,0.1
CR2,0.1,0.05971175,0.1,0.1
CRABP1,0.180811525,0.1144955,0.1,0.845467667
CRABP2,0.316621875,0.12918325,0.171955833,0.257257333
CRADD,0.79990275,1.67235275,0.200760667,1.526138083
CRAMP1L,0.7273695,0.7588135,1.950754,0.602264333
CRAT,2.2465505,1.59883925,1.377664833,2.39542375
CRB1,2.31788,4.818235,4.13816,10.80486167
CRB2,0.14352845,0.187765,0.485447667,0.319151583
CRB3,0.1,0.1,0.1,0.106358417
CRBN,8.18478,11.965355,7.421378333,11.48166583
CRCP,0.91510315,1.417352,2.778365,1.317035333
CRCT1,0.1,0.1,0.1,0.1
CREB1,2.63131375,3.385675,5.079671667,2.199059167
CREB3,1.56972425,3.5636525,2.866508333,2.719375833
CREB3L1,0.443105525,0.7755305,1.562779,0.126795917
CREB3L2,3.9783175,8.797905,6.488071667,2.721416667
CREB3L3,0.1,0.1,0.1,0.1
CREB3L4,0.1,0.1,0.865388333,0.340691583
CREB5,10.181594,25.205125,49.6086,0.691864917
CREBBP,4.7883775,4.8616275,14.01643333,4.002733333
CREBL2,3.1899025,6.3923225,2.187966667,10.9384
CREBZF,4.21846,5.225625,5.31905,3.6328775
CREG1,12.2621575,26.956775,3.973861667,16.26215
CREG2,0.258499325,1.44124825,0.0858366,0.184510833
CRELD1,1.0584995,1.6649125,0.748471667,2.050035
CRELD2,4.439755,3.4918175,1.744151667,3.377945833
CREM,3.235355,8.006515,5.487748333,6.302418333
CRH,0.1,0.619122175,1.2544325,0.193641333
CRHBP,0.25889125,2.35330375,0.1,0.155181833
CRHR1,0.1,0.1,0.1,0.1
CRHR1,0.1,0.1,0.262423333,0.1
CRHR2,0.079278325,0.1,6.003793333,0.1
CRIM1,6.600315,3.6891225,3.923075,8.52958
CRIP1,0.148279,0.1,1.316253333,0.111095167
CRIP2,0.436749975,0.0840885,3.521561667,0.140743917
CRIP3,0.091638375,0.1487665,0.160295833,0.47431425
CRIPAK,0.84450375,1.8597675,1.137782167,1.603505667
CRIPT,4.361935,6.46882,5.907441667,5.881693333
CRISP1,0.1,0.1,0.1,0.1
CRISP2,0.1,0.1,0.1,0.1
CRISP3,0.1,0.1,0.1,0.1
CRISPLD1,14.2634845,1.73914,2.62984,0.644094417
CRISPLD2,0.4977525,3.4035665,0.100198833,0.299821417
CRK,6.12015,5.8863025,5.636163333,4.532858333
CRKL,9.005995,11.10848,14.65286667,11.4583975
CRLF1,0.2006196,0.08663135,0.1,0.221112583
CRLF2,0.1,0.1,0.1,0.1
CRLF2,0.1,0.1,0.1,0.1
CRLF3,1.36882725,1.8598225,3.106695,1.592681583
CRLS1,8.3205925,3.39404,2.89093,3.21225
CRMP1,7.33234,3.1578775,12.763,5.28942
CRNDE,1.68549,0.3270495,0.141011,0.1
CRNKL1,9.49473075,8.2673375,8.970776667,7.540171667
CRNN,0.1,0.1,0.1,0.1
CROCC,0.060380275,0.12243315,0.342724167,0.1
CROCCP2,1.04001,2.1007375,2.0650435,1.550070167
CROCCP3,0.6302785,0.75624975,0.4637685,0.91067475
CROT,4.8918925,1.701895,2.216035,3.333701667
CRP,0.1,0.1,0.1,0.1
CRSP8P,0.586320575,0.85630775,1.771076167,0.84966425
CRTAC1,0.099492475,1.54997875,0.1,0.1
CRTAM,0.1015285,0.0917732,0.1,0.1
CRTAP,5.94829,4.6460725,3.426395,6.096473333
CRTC1,0.0903585,0.170811825,0.428067,0.23963575
CRTC2,0.9378765,2.0937875,2.035955,1.11710875
CRTC3,3.878235,6.5851475,5.453553333,2.914755833
CRX,0.1,0.1,0.1,0.1
CRY1,5.6543625,3.703695,8.305603333,1.83853825
CRY2,0.6654815,3.836995,1.7286655,6.576556667
CRYAA,0.1,0.1,0.1,0.1
CRYAB,304.3385,974.26975,81.0086,229.40885
CRYBA1,0.13398175,0.702334,0.1257505,0.191730167
CRYBA2,0.1,0.1,0.1,0.1
CRYBA4,0.107595,0.1,0.1,0.1
CRYBB1,0.0911426,0.15295975,0.1,0.101454083
CRYBB2,0.2456115,0.1,0.397235683,0.12435325
CRYBB2P1,2.129053,1.37249375,2.193101167,1.384597583
CRYBB3,0.1,0.1,0.1,0.1
CRYGA,0.1,0.120567,0.1,0.103028
CRYGB,0.1,0.1,0.1,0.1
CRYGC,0.1,0.1,0.1,0.1
CRYGD,0.1,0.1,2.028361833,0.107003
CRYGN,0.1,0.1,0.1,0.10881525
CRYGS,0.8882195,1.050272,0.303933333,0.826026667
CRYL1,2.5286025,7.980085,2.609359333,10.39708333
CRYM,0.1,0.31812925,1.527490833,1.09064225
CRYM-AS1,0.1,0.1,0.1,0.1
CRYZ,6.6919775,2.89454,7.061176667,4.195731667
CRYZL1,3.92569,7.433705,5.20607,9.923815833
CS,24.140175,17.451575,23.26115,21.857575
CSAD,1.42123825,2.2968375,2.926658333,2.049100667
CSAG1,0.1,0.1,0.1,0.1
CSAG2,0.1,0.1,0.1,0.1
CSAG2,0.1,0.1,0.1,0.1
CSAG3,0.10281005,0.090437025,0.1,0.107143417
CSAG3,0.10281005,0.090437025,0.1,0.107143417
CSDA,15.9353755,4.690885,15.62943167,1.759143417
CSDAP1,0.13449825,0.1,0.847922,0.1
CSDC2,0.08343095,0.254213175,0.607102667,0.370072833
CSDE1,37.1823525,39.34685,34.8104,31.71998333
CSE1L,36.81335,22.5889,27.74346667,11.6132275
CSF1,5.6564025,2.79709,9.4081,2.619817417
CSF1R,0.220283475,10.5485125,0.09853335,1.211585833
CSF2,0.1,0.1,0.1,0.1
CSF2RA,0.065255925,2.94780975,0.113101833,0.322379083
CSF2RA,0.065255925,2.94780975,0.113101833,0.322379083
CSF2RB,0.1,0.117829975,0.08687345,0.1
CSF3,0.17673625,0.1,0.1,0.1
CSF3R,0.1,0.6461215,0.09514405,0.118544333
CSGALNACT1,1.4242685,7.4189825,0.862908333,14.04057417
CSGALNACT2,2.6050875,4.59878,4.908258333,2.395910833
CSH1,0.1,0.1,0.1,0.1
CSH2,0.1,0.1,0.1,0.1
CSHL1,0.1,0.1,0.1,0.1
CSK,0.182753225,0.5397,2.096633167,0.40641575
CSMD1,0.261008025,1.56835625,0.478806667,0.232402917
CSMD2,0.74051175,0.795102,4.528515,0.101746333
CSMD3,0.235674625,3.13281,0.615021167,0.240103917
CSN1S1,0.1,0.1,0.1,0.1
CSN1S2AP,0.1,0.1,0.1,0.1
CSN1S2BP,0.1,0.1,0.1,0.1
CSN2,0.1,0.1,0.1,0.1
CSN3,0.1,0.1,0.1,0.1
CSNK1A1,23.374805,19.19025,16.81312,14.31242667
CSNK1A1L,0.08838025,0.087135625,0.657682667,0.116797417
CSNK1A1P1,0.203225325,0.10500525,0.47637865,0.102116167
CSNK1D,2.05150675,3.58672,3.992912,2.5510055
CSNK1E,2.8709475,5.1359675,15.4263,4.216060833
CSNK1G1,2.69001275,2.0496825,3.532226667,1.49470125
CSNK1G2,0.124561775,0.21268225,0.514564833,0.14364575
CSNK1G2-AS1,0.1,0.1,0.1,0.1
CSNK1G3,3.6185475,2.717,2.267770667,2.193806667
CSNK2A1,15.769965,11.17755,15.937775,9.4656575
CSNK2A1P,8.74124825,9.455235,7.604711667,8.4680475
CSNK2A2,16.8715125,12.0097475,19.997865,11.94820833
CSNK2B,4.57294,1.394138,2.160888333,1.39644825
CSNK2B,2.5450225,2.4183985,1.798253333,1.630592917
CSNK2B,2.7179225,1.3302935,1.74869,1.364332083
CSNK2B,2.61251,1.392624,2.044531667,1.384203833
CSNK2B,3.063805,1.4340155,2.139811667,1.46368125
CSNK2B,2.5622325,1.258045,2.519815,1.4306405
CSNK2B,2.44518,1.3890955,2.563715,1.38785625
CSPG4,0.3641204,0.91468875,0.694988833,0.1
CSPG4P1Y,0.1,0.1,0.1,0.1
CSPG4P1Y,0.1,0.1,0.1,0.1
CSPG5,8.424785,16.30919,7.722615,23.08804167
CSPP1,7.8738075,2.9300775,5.5615455,2.792176667
CSRNP1,2.7042875,6.9774925,3.796461667,1.6487175
CSRNP2,6.0268125,4.866515,5.646891667,2.648886667
CSRNP3,2.335989,2.2874175,1.054136333,1.3160465
CSRP1,27.663225,117.336825,2.708031667,110.4257417
CSRP2,18.68683975,3.5337875,10.51465,4.948075
CSRP2BP,2.6159825,3.547135,2.106556667,3.033875
CSRP3,0.11151475,0.1,0.1,0.1
CST1,0.1,0.10857675,0.1,0.1
CST11,0.1,0.1,0.1,0.1
CST2,0.1,0.1,0.1,0.1
CST3,112.779375,120.226,26.62361667,319.4415
CST4,0.1,0.1,0.1,0.1
CST5,0.1,0.1,0.1,0.1
CST6,0.1,0.1,0.1,0.1
CST7,0.190817,0.331855,0.1,0.103224417
CST8,0.1,0.1,0.1,0.1
CST9,0.0827833,0.1,0.1,0.1
CST9L,0.1,0.1,0.1,0.1
CSTA,0.140644025,0.1,0.1,0.1
CSTB,18.671215,15.39839,7.59312,25.14606667
CSTF1,7.357605,3.60799,2.45854,3.586215
CSTF2,1.965025,1.1829555,1.980598333,1.204410167
CSTF2T,0.941956,2.493985,1.721853333,1.778010333
CSTF3,12.423825,22.124375,21.36475,24.28240833
CSTL1,0.1,0.1,0.1,0.1
CSTT,0.1,0.1,0.1,0.1
CT45A1,0.1,0.1527655,0.1,0.1
CT45A2,0.1,0.1,0.1,0.1
CT45A3,0.1,0.1,0.1,0.1
CT45A4,0.1,0.12972375,0.1,0.1
CT45A4,0.1,0.1,0.1,0.1
CT45A5,0.1,0.1,0.1,0.1
CT45A6,0.1,0.1268435,0.1,0.1
CT47A1,0.1,0.1,0.1,0.1
CT47A1,0.1,0.1,0.1,0.1
CT47A1,0.1,0.1,0.1,0.1
CT47A10,0.07606186,0.1,0.1,0.1
CT47A10,0.07606186,0.1,0.1,0.1
CT47A11,0.07606186,0.1,0.1,0.1
CT47A4,0.07606186,0.1,0.1,0.1
CT47A5,0.07606186,0.1,0.1,0.1
CT47A5,0.07606186,0.1,0.1,0.1
CT47A6,0.1,0.1,0.1,0.1
CT47A6,0.07606186,0.1,0.1,0.1
CT47A7,0.07606186,0.1,0.1,0.1
CT47A8,0.07606186,0.1,0.1,0.1
CT47A8,0.07606186,0.1,0.1,0.1
CT47B1,0.1,0.1,0.1,0.1
CT62,0.0821032,0.1,0.088394767,0.1
CTAG1A,0.1,0.1,0.1,0.1
CTAG1B,0.1,0.1,0.1,0.1
CTAG2,0.1,0.1750075,0.1,0.1
CTAGE1,0.04705845,0.1,0.085332333,0.1
CTAGE10P,0.0833463,0.1,0.086304183,0.1
CTAGE11P,0.062849625,0.08251055,0.1,0.1
CTAGE15P,0.09970775,0.064586375,0.410296333,0.1
CTAGE4,0.094737975,0.062951025,0.344819167,0.10496775
CTAGE4,0.079075575,0.062951025,0.571496333,0.1
CTAGE5,1.1648595,1.79921,0.8697375,2.044544167
CTAGE6P,0.12450175,0.062760975,0.358147833,0.1
CTAGE7P,0.12466735,0.193666025,0.095865467,0.226112333
CTAGE9,0.060121075,0.124337,0.202070167,0.1
CTBP1,1.09535,2.32646,4.958783333,1.882473583
CTBP2,2.98995,4.34366,13.85025167,4.077101667
CTBS,4.0258825,3.071945,0.239440167,4.087019167
CTC1,0.57249075,0.7780965,0.999498333,0.68473925
CTCF,5.547285,6.382765,12.98837167,5.137344167
CTCFL,0.1,0.1,0.1,0.1
CTDNEP1,8.841755,8.03906,8.002291667,6.4907575
CTDP1,0.101824725,0.2402333,0.534261833,0.153240167
CTDSP1,0.77566425,1.31200775,1.103781333,1.004905083
CTDSP2,6.582135,11.517405,14.09127667,10.36194
CTDSPL,2.13732625,3.2871225,1.41822,5.772348333
CTDSPL2,4.254775,3.3992675,7.401745,2.40235
CTF1,0.31503375,0.635164,0.094630217,0.940743083
CTGF,35.546325,1.9472775,7.479138333,0.352197417
CTH,1.35147675,4.8135975,2.835228333,4.5892825
CTHRC1,6.78776,0.63202575,0.116048167,0.309588583
CTIF,0.30570275,1.46401675,2.221829333,1.560599333
CTLA4,0.1,0.1055522,0.1,0.1
CTNNA1,35.19004,35.660825,26.76805,24.23733333
CTNNA2,4.0347225,7.369455,2.2873935,25.53265
CTNNA3,0.313857975,6.9096875,0.625215,1.324529417
CTNNAL1,2.77527335,1.7754135,3.344065,2.338480833
CTNNB1,20.2577225,15.852425,30.98318333,16.30268333
CTNNBIP1,0.9672745,1.44276275,1.354766667,1.221163417
CTNNBL1,2.4770125,2.03534875,1.715096667,1.572871833
CTNND1,24.9815125,17.917475,35.42488333,20.13366667
CTNND2,28.883825,20.0398,12.21552667,26.563125
CTNS,1.408988,1.18811475,0.646284333,1.06697075
CTPS,1.21513235,1.4516785,3.311238333,0.574178833
CTPS2,3.636668,3.8967525,2.833451667,3.102766667
CTR9,4.24365275,3.6163425,5.333441667,4.567759167
CTRB1,0.1,0.1,0.1,0.1
CTRB2,0.1,0.1,0.1,0.1
CTRC,0.1,0.1275605,0.1,0.1
CTRL,0.203421025,0.25795975,0.142643833,0.129721333
CTSA,16.34075,7.2743775,3.441385,10.65997333
CTSB,18.4149575,17.2747225,3.81817,14.32370417
CTSC,3.1290175,3.170819,0.710920167,1.192885833
CTSD,1.3586905,2.431899,0.515183833,2.6024405
CTSE,0.1,0.1,0.087706933,0.1
CTSF,2.3929225,3.7080475,1.568703,7.176335
CTSG,0.1,0.1,0.1,0.1
CTSH,4.8933675,4.4639625,1.465065,18.41468583
CTSK,1.95046,2.8431075,1.501028333,0.559557917
CTSL1,11.85914,18.13365,1.980141667,19.255275
CTSL1P2,0.1,0.0956818,0.1,0.137177583
CTSL1P8,0.1,0.1,0.1,0.1
CTSL2,0.12115295,0.4047165,0.293047667,0.153790333
CTSL3,0.1,0.1,0.1,0.1
CTSO,11.63701,11.58411,0.9417945,11.82898583
CTSS,1.098099,3.56394,0.582421333,0.81966925
CTSW,0.1,0.1,0.1,0.1
CTSZ,0.2931715,0.61844925,0.549122167,0.732785167
CTTN,5.0372025,7.2954525,5.464908333,4.254583333
CTTNBP2,2.5914615,9.9990775,4.608321667,0.8851525
CTTNBP2NL,7.87418,6.421405,10.34130333,3.447186667
CTU1,0.066384075,0.086705275,0.1,0.1
CTU2,0.0902177,0.1,0.329240083,0.1
CTXN1,0.094756375,0.1,0.427268333,0.1
CTXN2,0.272320375,0.157298825,0.1,0.227677417
CTXN3,0.090263825,0.14427675,0.1,0.104658833
CUBN,0.62947825,0.4024055,0.486315667,0.834423
CUEDC1,0.093811025,0.7898635,1.028491667,0.257170167
CUEDC2,2.6282,6.584055,4.561911667,5.3416925
CUL1,9.2811625,7.4396225,10.63267833,6.548153333
CUL2,1.5832405,3.3217725,2.721585,2.694926667
CUL3,4.580455,5.7323825,6.141673333,5.648625
CUL4A,6.84907175,5.43975,5.557441667,5.2523875
CUL4B,5.813515,6.2922475,4.478375,4.813271667
CUL5,2.1130775,2.6511325,2.026908833,2.43495
CUL7,0.394936125,0.28941925,1.006149333,0.434779167
CUL9,0.4310637,0.58832975,0.6827865,0.523333083
CUTA,5.5451,7.16657,4.702626667,7.3650225
CUTA,5.5451,7.16657,4.702626667,7.3650225
CUTC,3.354445,11.66189,0.1,8.678348333
CUX1,5.773385,4.6861025,12.26481,5.291515833
CUX2,0.071632325,0.130319275,1.620040167,0.149910917
CUZD1,0.19185675,0.13707455,0.277631833,0.112738167
CWC15,8.16807525,8.0206725,7.37458,10.172505
CWC22,3.755305,3.3591825,5.553551667,3.16041
CWC25,2.41897225,3.6867125,5.420621667,2.296312833
CWC27,4.21639125,5.3008075,6.08495,5.164686667
CWF19L1,0.388648,0.90011175,1.262992167,0.6170625
CWF19L2,3.2115415,5.50904,9.07676,4.301826667
CWH43,0.10096475,0.1,0.1,0.1
CX3CL1,1.424328,0.5962275,0.573913833,0.61889625
CX3CR1,1.435299775,16.603715,0.1286365,4.785940083
CXADR,3.2924525,6.0005475,1.89295,0.381899833
CXADRP2,0.13271685,0.156657825,0.227292583,0.107621917
CXADRP3,0.10651475,0.082929875,0.329401667,0.105342417
CXCL1,0.235417775,0.132919,1.163566667,2.515710167
CXCL10,7.828518,0.2372315,0.1,0.250982583
CXCL11,1.99150605,0.1,0.1,0.1
CXCL12,2.4379575,2.8091025,9.489091667,1.375776333
CXCL13,1.143035,0.1,0.1,0.1
CXCL14,135.0566,24.734685,3.025021667,80.01876667
CXCL16,6.10779875,14.4829225,0.199772667,3.5078525
CXCL17,0.1,0.144045,0.108842667,0.105533333
CXCL2,7.804815,9.8081425,1.915879333,33.46129417
CXCL3,0.3243295,0.2797386,0.109429833,1.798753
CXCL5,0.205983225,0.2547355,0.112533333,0.741078417
CXCL6,0.161509625,0.1,0.088995383,0.1
CXCL9,0.34326575,0.11390175,0.1,0.192762167
CXCR1,0.1,0.09130225,0.1,0.1
CXCR2,0.1,0.16519225,0.1,0.108200417
CXCR2P1,0.066137475,0.084429775,0.274151667,0.1081935
CXCR3,0.1,0.10854975,0.08828185,0.1
CXCR4,10.145445,14.8532425,9.645461667,7.9012175
CXCR5,0.1,0.1,0.1,0.1
CXCR6,0.097447775,0.17567875,0.1,0.16305825
CXCR7,7.4094025,3.5676525,0.505262333,8.877561667
CXorf1,2.316721575,1.96207475,1.631528833,3.78268
CXorf21,0.118708475,0.9390155,0.135897,0.1171985
CXorf22,0.179278275,0.408307,1.343322333,0.407563583
CXorf23,1.7062335,2.650045,2.86121,2.341655
CXorf26,2.932995,1.8724725,5.716231667,1.899996
CXorf27,0.1,0.1,0.1,0.1
CXorf28,0.6928075,5.698925,0.1,0.233622417
CXorf30,0.070089375,0.24993755,0.379270833,0.258119
CXorf31,0.1,0.7216005,0.1,0.1
CXorf36,0.077911275,0.51371225,0.122474833,0.138982583
CXorf38,0.963715,1.23047975,0.948579167,1.189026583
CXorf40A,0.510374,1.35709275,0.6131765,0.867036083
CXorf40B,0.523914275,1.5179395,1.725229333,1.398290333
CXorf41,0.08298245,0.08758775,0.1,0.1
CXorf48,0.06867725,0.1,0.1,0.179595917
CXorf49B,0.1,0.1,0.1,0.1
CXorf49B,0.1,0.1,0.1,0.1
CXorf51A,0.1,0.1,0.1,0.1
CXorf51A,0.1,0.1,0.1,0.1
CXorf56,0.777008,0.61228875,0.599308667,0.500699167
CXorf57,0.63539,3.20000975,3.223826667,0.33876925
CXorf58,0.074208375,0.088604625,0.1,0.107753167
CXorf59,0.1586215,0.14513875,0.295566667,0.16769175
CXorf61,0.1,0.1,0.1,0.1
CXorf64,0.20662075,0.1,0.1,0.104736917
CXorf65,0.1,0.102722,0.1,0.1
CXorf66,0.1,0.1,0.1,0.1
CXorf68,0.1,0.1,0.1,0.1
CXorf69,1.27365025,1.06952,0.1513915,0.9269625
CXXC1,0.31595275,0.36585875,1.529358333,0.250013083
CXXC11,0.087320275,0.0864328,0.1,0.1
CXXC1P1,0.1,0.1,0.1,0.1
CXXC4,1.1146755,1.88318,3.449521667,0.46861275
CXXC5,11.6758625,6.68491925,8.943456667,1.7676895
CYB561,1.25246675,0.726110725,1.997101667,0.852964667
CYB561D1,0.42231925,0.301873,0.527518667,0.5896395
CYB561D2,0.62782725,1.5404665,0.191051833,0.914753
CYB5A,12.55147,10.51737,4.416805,9.309339167
CYB5B,5.4999025,8.080565,3.375953333,15.68441417
CYB5D1,4.5094025,3.398325,3.050785,3.489141667
CYB5D2,3.65234,5.08119,1.199776667,5.9437225
CYB5R1,6.6410375,5.7608975,1.897911167,7.541573333
CYB5R2,0.7367375,8.8533315,0.112168667,0.443745
CYB5R3,3.1835685,3.029555,7.322931667,5.809331667
CYB5R4,1.27762325,1.2960275,0.811443833,1.164271667
CYB5RL,0.259175075,0.230915775,1.585053,0.295392167
CYBA,0.1,0.1019665,0.1,0.1005105
CYBASC3,0.1,0.1,0.1,0.1
CYBB,0.39739025,8.252175,0.097316133,1.434921417
CYBRD1,10.93846,15.87484,2.421935,32.22101667
CYC1,3.5193975,4.160525,6.217508333,5.301885833
CYCS,16.1138225,22.3253,9.987127167,28.40976667
CYCSP52,0.4621495,0.4234275,0.242341167,0.467567583
CYFIP1,5.8187075,8.57952,6.609038333,6.724385833
CYFIP2,7.3141175,13.447885,7.945795,20.87544167
CYGB,0.1,0.068767775,0.1,0.1
CYHR1,0.65646275,1.018905,1.2878475,2.25586825
CYLC1,0.087789775,0.1,0.1,0.1
CYLC2,0.1,0.1,0.1,0.1
CYLD,2.537845,4.5926975,1.033565833,2.628276667
CYMP,0.1,0.1,0.1,0.1
CYP11A1,0.1,0.185066075,0.1,0.50673225
CYP11B1,0.1,0.1,0.1,0.1
CYP11B2,0.1,0.1,0.1,0.1
CYP17A1,0.081936725,0.086169825,0.1,0.1
CYP19A1,0.070107175,0.078880475,0.1,0.114372083
CYP1A1,0.083156575,0.1,0.1,0.14306225
CYP1A2,0.1,0.1,0.1,0.1
CYP1B1,0.87444375,0.100746,0.166736833,0.129577917
CYP1B1-AS1,0.1,0.1,0.1,0.1
CYP20A1,1.08090525,1.07351,0.868407167,0.849855417
CYP21A1P,0.1,0.1,0.084515915,0.1
CYP21A1P,0.1,0.1,0.1,0.1
CYP21A1P,0.1,0.077786725,0.1,0.1
CYP21A1P,0.1,0.08027415,0.1,0.1
CYP21A1P,0.1,0.1,0.1,0.1
CYP21A1P,0.1,0.077791375,0.1,0.1
CYP21A1P,0.09130785,0.0828075,0.1,0.1
CYP21A2,0.06804525,0.078854575,0.083776457,0.1
CYP21A2,0.0590867,0.076970135,0.1,0.1
CYP21A2,0.039787968,0.076624588,0.1,0.1
CYP21A2,0.040482303,0.076623163,0.1,0.1
CYP21A2,0.066032775,0.1,0.1,0.1
CYP21A2,0.0694463,0.076827098,0.1,0.1
CYP21A2,0.081238475,0.07903075,0.191245833,0.1
CYP21A2,0.0420232,0.076621768,0.191245833,0.1
CYP21A2,0.0786848,0.076970135,0.213153,0.1
CYP24A1,0.0823092,0.1,0.1,0.1
CYP26A1,0.095494525,0.1,0.08763135,0.1
CYP26B1,0.069868125,0.39401675,0.579377833,0.239465083
CYP26C1,0.1,0.1,0.1,0.1
CYP27A1,1.0990715,3.1999755,0.420338,1.533587583
CYP27B1,0.22826425,0.085460675,0.342865,0.1
CYP27C1,0.091655475,0.079148675,0.3174855,0.1
CYP2A13,0.1,0.146765,0.1,0.1
CYP2A6,0.1,0.0866824,0.093892517,0.1
CYP2A7,0.1,0.10340725,0.091889033,0.1
CYP2B6,0.1,0.1,0.1,0.1
CYP2B7P1,0.0657815,0.090521925,0.1,0.103845917
CYP2C18,0.0910169,0.186797,0.1,0.1
CYP2C19,0.1,0.1703655,0.1,0.1
CYP2C8,0.20536975,0.1917771,0.1551365,0.495730167
CYP2C9,0.1,0.1,0.1,0.1
CYP2D6,0.13850975,0.092451875,1.500007167,0.117113417
CYP2D7P1,0.088310075,0.1000485,0.8633922,0.1
CYP2E1,0.213096175,0.422169,0.499708167,0.670950917
CYP2F1,0.1,0.1,0.1,0.1
CYP2G1P,0.08000775,0.2736795,0.086899267,0.114951583
CYP2J2,7.28753875,9.74694,0.128167333,17.0670425
CYP2R1,0.9281155,1.228407,1.993398333,1.133001333
CYP2S1,0.1,0.13461275,0.1,0.1
CYP2U1,3.832685,4.1101275,2.369350833,5.302686667
CYP2W1,0.1,0.1,0.1,0.1
CYP39A1,0.099971725,0.22729775,0.119145833,0.164061667
CYP3A4,0.10179725,0.1,0.1,0.145328583
CYP3A43,0.1071525,0.095278575,0.1,0.1774165
CYP3A5,0.724091425,0.6463725,0.490695167,0.57107875
CYP3A7,0.09211225,0.1,0.087725667,0.105231917
CYP3A7-CYP3AP1,0.08183305,0.1,0.1,0.103771417
CYP46A1,0.0832945,0.304257,0.742990333,0.867784
CYP4A11,0.1,0.1,0.1,0.1
CYP4A22,0.1,0.1,0.1,0.1
CYP4B1,0.096439625,0.1,0.1,0.1
CYP4F11,4.75760325,3.08199975,0.1,14.6506575
CYP4F12,0.0823194,0.086541575,0.1,0.111786167
CYP4F2,0.1,0.1,0.102415,0.117966083
CYP4F22,0.1,0.1,0.1,0.1
CYP4F24P,0.23982875,0.15360725,1.743881,0.259031833
CYP4F3,0.1247023,0.094409475,0.1,0.100848667
CYP4F30P,0.1,0.07796935,0.1675595,0.1
CYP4F35P,0.1,0.077551525,0.08641115,0.1
CYP4F8,0.1,0.1,0.1,0.1
CYP4V2,4.6836975,11.914125,1.698519,28.28908333
CYP4X1,0.080366275,0.0853425,0.1,0.124247167
CYP4Z1,0.1,0.1,0.1,0.11758425
CYP4Z2P,0.1,0.1,0.1,0.1
CYP51A1,12.743865,29.53065,39.31418333,23.33569167
CYP7A1,0.057475425,0.1,0.126438833,0.1
CYP7B1,1.817773875,5.6059875,4.150368333,8.626125
CYP8B1,0.078083075,0.07996325,0.1,0.100984333
CYR61,80.279225,18.8354275,16.91485667,16.83788583
CYS1,0.045711925,0.169412925,0.106226,0.711651667
CYSLTR1,0.090973675,1.1614425,0.1,0.140182833
CYSLTR2,0.07679655,0.1,0.08684285,0.150378583
CYSTM1,13.32115,19.4814025,4.358583333,33.99471667
CYTH1,0.9957065,9.4950125,2.669748667,3.588423333
CYTH2,1.47169975,1.415876,4.014358333,0.805645667
CYTH3,1.07916165,0.8924145,1.481708833,0.88758925
CYTH4,0.082134875,0.25664645,0.1,0.1
CYTIP,0.091082725,0.37285975,0.1,0.10731675
CYTL1,0.78763525,1.229901,0.156011667,0.2639005
CYYR1,0.080633425,0.1,0.75206,0.1
D21S2088E,0.1,0.1,0.1,0.1
D2HGDH,0.094096225,0.19154775,1.299333,0.189149083
D4S234E,3.836405,0.59944075,4.596681667,1.8138655
DAAM1,7.250105,2.985905,17.14543333,7.2729625
DAAM2,7.47349,55.727025,3.3424,23.040065
DAB1,0.6981985,1.62992375,6.779283333,0.88737775
DAB2,0.6057605,2.6951925,1.258143167,0.549346833
DAB2IP,2.148855,0.6702735,3.202141167,0.864416667
DACH1,0.1727555,0.22641275,5.913568333,0.27907825
DACH2,0.082227725,0.13751095,0.262416667,0.104198417
DACT1,1.8599125,1.96389,3.961308333,0.3831535
DACT2,0.09609455,0.122546,0.119375,0.1
DACT3,0.392403,3.28366,1.819005167,2.36469025
DAD1,84.789025,76.66345,21.89529667,68.79325
DAG1,15.787425,10.03057,11.923325,22.74447
DAGLA,0.29892025,0.291806,0.897839,0.556841417
DAGLB,0.51075925,1.25917925,1.81783,0.751104417
DAK,0.1,0.1,0.1,0.1
DALRD3,0.98551,0.4051225,1.400918333,0.276365833
DANCR,10.1857475,11.404335,7.21222,13.68456667
DAND5,0.097692,0.1,0.1,0.1354095
DAO,0.1,0.333445,0.1,0.1
DAOA,0.1,0.1,0.1,0.1
DAOA-AS1,0.1,0.1,0.1,0.1
DAP,7.7944575,4.0218475,5.896376667,3.3412275
DAP3,9.0163,4.8571425,3.854471667,4.712379167
DAPK1,1.84847925,2.47392875,3.313596,6.600905833
DAPK2,0.099627125,1.8103675,0.903242667,0.616398333
DAPK3,0.2845595,0.290844025,1.271768167,0.1547475
DAPL1,0.19284875,0.4760355,0.32931,0.151497417
